dataset_id,column_name,physical_ingest_type,inferred_semantic_type,row_count,blank_count,blank_rate,suppressed_token_count,distinct_nonblank_count,numeric_parse_success_count,numeric_parse_eligible_count,numeric_parse_success_rate,date_parse_success_count,date_parse_eligible_count,date_parse_success_rate,top_values_json
632h-zaca,Compared to National,string,string,67088,0,0.0,31857,12,0,35231,0.0,0,35231,,"[{""value"": ""No Different Than the National Rate"", ""count"": 23426}, {""value"": ""Not Available"", ""count"": 15988}, {""value"": ""Number of Cases Too Small"", ""count"": 15026}, {""value"": ""Average Days per 100 Discharges"", ""count"": 3713}, {""value"": ""More Days Than Average per 100 Discharges"", ""count"": 2833}]"
632h-zaca,County/Parish,string,string,67088,0,0.0,0,1547,0,67088,0.0,0,67088,,"[{""value"": ""LOS ANGELES"", ""count"": 1064}, {""value"": ""JEFFERSON"", ""count"": 714}, {""value"": ""COOK"", ""count"": 700}, {""value"": ""WASHINGTON"", ""count"": 658}, {""value"": ""MONTGOMERY"", ""count"": 644}]"
632h-zaca,Denominator,string,string,67088,0,0.0,31857,2734,35231,35231,1.0,0,35231,,"[{""value"": ""Not Available"", ""count"": 31857}, {""value"": ""33"", ""count"": 259}, {""value"": ""31"", ""count"": 258}, {""value"": ""28"", ""count"": 256}, {""value"": ""25"", ""count"": 255}]"
632h-zaca,End Date,string,date-like,67088,0,0.0,0,2,0,67088,0.0,67088,67088,1.0,"[{""value"": ""06/30/2024"", ""count"": 47920}, {""value"": ""12/31/2024"", ""count"": 19168}]"
632h-zaca,Facility ID,string,string,67088,0,0.0,0,4792,64792,67088,0.9657762938230384,0,67088,,"[{""value"": ""010001"", ""count"": 14}, {""value"": ""010005"", ""count"": 14}, {""value"": ""010006"", ""count"": 14}, {""value"": ""010007"", ""count"": 14}, {""value"": ""010011"", ""count"": 14}]"
632h-zaca,Facility Name,string,string,67088,0,0.0,0,4672,0,67088,0.0,0,67088,,"[{""value"": ""MEMORIAL HOSPITAL"", ""count"": 168}, {""value"": ""COMMUNITY MEMORIAL HOSPITAL"", ""count"": 70}, {""value"": ""HOLY CROSS HOSPITAL"", ""count"": 56}, {""value"": ""MERCY MEDICAL CENTER"", ""count"": 56}, {""value"": ""MEMORIAL MEDICAL CENTER"", ""count"": 56}]"
632h-zaca,Footnote,string,string,67088,34496,0.5141903171953256,0,8,32579,32592,0.9996011291114384,0,32592,,"[{""value"": ""1"", ""count"": 15857}, {""value"": ""5"", ""count"": 12759}, {""value"": ""19"", ""count"": 2380}, {""value"": ""7"", ""count"": 848}, {""value"": ""29"", ""count"": 662}]"
632h-zaca,Higher Estimate,string,numeric-like,67088,0,0.0,31857,1562,35231,35231,1.0,0,35231,,"[{""value"": ""Not Available"", ""count"": 31857}, {""value"": ""1.4"", ""count"": 666}, {""value"": ""1.3"", ""count"": 567}, {""value"": ""1.5"", ""count"": 471}, {""value"": ""17.1"", ""count"": 468}]"
632h-zaca,Lower Estimate,string,numeric-like,67088,0,0.0,31857,1392,35231,35231,1.0,0,35231,,"[{""value"": ""Not Available"", ""count"": 31857}, {""value"": ""0.7"", ""count"": 1235}, {""value"": ""0.8"", ""count"": 724}, {""value"": ""13.1"", ""count"": 431}, {""value"": ""13.0"", ""count"": 427}]"
632h-zaca,Measure ID,string,string,67088,0,0.0,0,14,0,67088,0.0,0,67088,,"[{""value"": ""EDAC_30_AMI"", ""count"": 4792}, {""value"": ""EDAC_30_HF"", ""count"": 4792}, {""value"": ""EDAC_30_PN"", ""count"": 4792}, {""value"": ""Hybrid_HWR"", ""count"": 4792}, {""value"": ""OP_32"", ""count"": 4792}]"
632h-zaca,Measure Name,string,string,67088,0,0.0,0,14,0,67088,0.0,0,67088,,"[{""value"": ""Hospital return days for heart attack patients"", ""count"": 4792}, {""value"": ""Hospital return days for heart failure patients"", ""count"": 4792}, {""value"": ""Hospital return days for pneumonia patients"", ""count"": 4792}, {""value"": ""Hybrid Hospital-Wide All-Cause Readmission Measure (HWR)"", ""count"": 4792}, {""value"": ""Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)"", ""count"": 4792}]"
632h-zaca,Number of Patients,string,string,67088,0,0.0,58753,919,8335,8335,1.0,0,8335,,"[{""value"": ""Not Applicable"", ""count"": 52712}, {""value"": ""Not Available"", ""count"": 6041}, {""value"": ""37"", ""count"": 65}, {""value"": ""30"", ""count"": 65}, {""value"": ""27"", ""count"": 63}]"
632h-zaca,Number of Patients Returned,string,string,67088,0,0.0,58753,367,8335,8335,1.0,0,8335,,"[{""value"": ""Not Applicable"", ""count"": 52712}, {""value"": ""Not Available"", ""count"": 6041}, {""value"": ""11"", ""count"": 167}, {""value"": ""14"", ""count"": 160}, {""value"": ""8"", ""count"": 159}]"
632h-zaca,Score,string,numeric-like,67088,0,0.0,31857,1460,35231,35231,1.0,0,35231,,"[{""value"": ""Not Available"", ""count"": 31857}, {""value"": ""1"", ""count"": 1006}, {""value"": ""0.9"", ""count"": 679}, {""value"": ""1.1"", ""count"": 556}, {""value"": ""14.9"", ""count"": 438}]"
632h-zaca,Start Date,string,date-like,67088,0,0.0,0,4,0,67088,0.0,67088,67088,1.0,"[{""value"": ""07/01/2021"", ""count"": 43128}, {""value"": ""01/01/2024"", ""count"": 14376}, {""value"": ""07/01/2023"", ""count"": 4792}, {""value"": ""01/01/2022"", ""count"": 4792}]"
632h-zaca,State,string,string,67088,0,0.0,0,56,0,67088,0.0,0,67088,,"[{""value"": ""TX"", ""count"": 5684}, {""value"": ""CA"", ""count"": 4732}, {""value"": ""FL"", ""count"": 2674}, {""value"": ""IL"", ""count"": 2478}, {""value"": ""OH"", ""count"": 2296}]"
632h-zaca,Telephone Number,string,string,67088,0,0.0,0,4763,0,67088,0.0,0,67088,,"[{""value"": ""(469) 341-7800"", ""count"": 56}, {""value"": ""(813) 615-7219"", ""count"": 42}, {""value"": ""(334) 684-3655"", ""count"": 28}, {""value"": ""(334) 738-2140"", ""count"": 28}, {""value"": ""(870) 722-3800"", ""count"": 28}]"
632h-zaca,ZIP Code,string,string,67088,0,0.0,0,4384,67088,67088,1.0,0,67088,,"[{""value"": ""77030"", ""count"": 98}, {""value"": ""48201"", ""count"": 70}, {""value"": ""19104"", ""count"": 70}, {""value"": ""76104"", ""count"": 70}, {""value"": ""35233"", ""count"": 56}]"
9n3s-kdb3,End Date,string,date-like,18330,0,0.0,0,1,0,18330,0.0,18330,18330,1.0,"[{""value"": ""06/30/2024"", ""count"": 18330}]"
9n3s-kdb3,Excess Readmission Ratio,string,numeric-like,18330,0,0.0,6610,3253,11720,11720,1.0,0,11720,,"[{""value"": ""N/A"", ""count"": 6610}, {""value"": ""0.9965"", ""count"": 15}, {""value"": ""0.9941"", ""count"": 15}, {""value"": ""0.9925"", ""count"": 14}, {""value"": ""0.9740"", ""count"": 14}]"
9n3s-kdb3,Expected Readmission Rate,string,numeric-like,18330,0,0.0,6610,11230,11720,11720,1.0,0,11720,,"[{""value"": ""N/A"", ""count"": 6610}, {""value"": ""14.2661"", ""count"": 3}, {""value"": ""19.8473"", ""count"": 3}, {""value"": ""14.8936"", ""count"": 3}, {""value"": ""14.6333"", ""count"": 3}]"
9n3s-kdb3,Facility ID,string,string,18330,0,0.0,0,3055,18330,18330,1.0,0,18330,,"[{""value"": ""010001"", ""count"": 6}, {""value"": ""010005"", ""count"": 6}, {""value"": ""010006"", ""count"": 6}, {""value"": ""010007"", ""count"": 6}, {""value"": ""010008"", ""count"": 6}]"
9n3s-kdb3,Facility Name,string,string,18330,0,0.0,0,2995,0,18330,0.0,0,18330,,"[{""value"": ""MEMORIAL HOSPITAL"", ""count"": 36}, {""value"": ""GOOD SAMARITAN HOSPITAL"", ""count"": 24}, {""value"": ""MERCY MEDICAL CENTER"", ""count"": 24}, {""value"": ""ST JOSEPH MEDICAL CENTER"", ""count"": 24}, {""value"": ""SAINT FRANCIS MEDICAL CENTER"", ""count"": 18}]"
9n3s-kdb3,Footnote,string,string,18330,11343,0.6188216039279869,0,4,6987,6987,1.0,0,6987,,"[{""value"": ""5"", ""count"": 3255}, {""value"": ""1"", ""count"": 3150}, {""value"": ""29"", ""count"": 377}, {""value"": ""7"", ""count"": 205}]"
9n3s-kdb3,Measure Name,string,string,18330,0,0.0,0,6,0,18330,0.0,0,18330,,"[{""value"": ""READM-30-HIP-KNEE-HRRP"", ""count"": 3055}, {""value"": ""READM-30-CABG-HRRP"", ""count"": 3055}, {""value"": ""READM-30-AMI-HRRP"", ""count"": 3055}, {""value"": ""READM-30-COPD-HRRP"", ""count"": 3055}, {""value"": ""READM-30-PN-HRRP"", ""count"": 3055}]"
9n3s-kdb3,Number of Discharges,string,numeric-like,18330,0,0.0,10088,1045,8242,8242,1.0,0,8242,,"[{""value"": ""N/A"", ""count"": 10088}, {""value"": ""0"", ""count"": 205}, {""value"": ""99"", ""count"": 43}, {""value"": ""84"", ""count"": 41}, {""value"": ""80"", ""count"": 41}]"
9n3s-kdb3,Number of Readmissions,string,numeric-like,18330,0,0.0,10293,291,8037,8037,1.0,0,8037,,"[{""value"": ""N/A"", ""count"": 6610}, {""value"": ""Too Few to Report"", ""count"": 3683}, {""value"": ""11"", ""count"": 318}, {""value"": ""14"", ""count"": 290}, {""value"": ""12"", ""count"": 263}]"
9n3s-kdb3,Predicted Readmission Rate,string,numeric-like,18330,0,0.0,6610,11261,11720,11720,1.0,0,11720,,"[{""value"": ""N/A"", ""count"": 6610}, {""value"": ""13.6151"", ""count"": 3}, {""value"": ""17.0043"", ""count"": 3}, {""value"": ""16.9716"", ""count"": 3}, {""value"": ""13.0889"", ""count"": 3}]"
9n3s-kdb3,Start Date,string,date-like,18330,0,0.0,0,1,0,18330,0.0,18330,18330,1.0,"[{""value"": ""07/01/2021"", ""count"": 18330}]"
9n3s-kdb3,State,string,string,18330,0,0.0,0,51,0,18330,0.0,0,18330,,"[{""value"": ""TX"", ""count"": 1704}, {""value"": ""CA"", ""count"": 1662}, {""value"": ""FL"", ""count"": 1014}, {""value"": ""PA"", ""count"": 798}, {""value"": ""NY"", ""count"": 774}]"
